filename,BaldSpot,CutsWounds,Dandruff,Rashes,TickFleas
images-6_jpeg.rf.1bfbc32df75310588674d41bdeee85e4.jpg,0,0,1,0,0
istockphoto-2151064986-612x612_jpg.rf.5feb6b6466ab71625bd799718a3268ed.jpg,0,0,1,0,0
images-5_jpeg.rf.35121323b3051c54089de3fef7c9b5fd.jpg,0,1,0,0,0
pictures-skin-problems-dogs-dandruff-600nw-2258855509_jpg.rf.afae6bf549760f28b5b5f57d113873c1.jpg,0,0,1,0,0
alo_Figure-2_jpg.rf.6e8d69624f76a1f5fc69791a2e5da4fa.jpg,1,0,0,0,0
images-4_jpeg.rf.208a8aaffbb86e0aa197f245d1038812.jpg,0,1,0,0,0
Nose-wound-min-min-300x300_jpg.rf.a066f2975102894cf1015b425f61b2fe.jpg,0,1,0,0,0
p1cdpsbq8916oc1onscsp1oqv16ov6_jpg.rf.03699b1dc13eb6a73b1d015c4e1b8772.jpg,0,1,0,0,0
Dog-hair-loss-dog-allergy_Ri6ka_Shutterstock_jpg.rf.6b5cf4d5088f3a3bbce5475b25956aa0.jpg,1,0,0,0,0
Picture3_jpg.rf.c797f1d1d1fc703581269a92a73202f3.jpg,0,0,1,0,0
Dog_wound_Banner_a0f3e047-a4bc-4ae2-900c-f83831ac6cc5_480x480_jpg.rf.56d928090fd1bc4244e54f47538fe291.jpg,0,1,0,0,0
images-8_jpeg.rf.30de4fea9e10444c82aee0c8a955cde2.jpg,0,0,1,0,0
images-3_jpeg.rf.40f37d031681a9076671d53e5f6344de.jpg,0,1,0,0,0
istockphoto-1295722630-612x612_jpg.rf.76fd2e6b3d49455fd3361a6744507678.jpg,0,1,0,0,0
images-6_jpeg.rf.0b27975d17b28de62af2b2ec3f7887fa.jpg,0,1,0,0,0
images-2_jpeg.rf.5becfca3bb58271b4f3ca07d4eb16447.jpg,1,0,0,0,0
c4058f_c3b28994470245018dd3930ab8f49268-mv2_jpg.rf.4b085955b0fe04b814685e8645ef52b2.jpg,0,0,1,0,0
bite-wound-dog-min-300x300-min_jpeg.rf.f0080ee5915b49e366ee5a86ae6eaa50.jpg,0,1,0,0,0
extra-blog-image-ALOPECIA-IN-DOGS_jpg.rf.8db0397716f5ef765e1b670cd96a05f6.jpg,1,0,0,0,0
dog-alopecia-bald-spot-female-600nw-2189354277_jpg.rf.262a981ed862acb88fdcf61c9eebde8b.jpg,1,0,0,0,0
dog_open_wound_1_jpg.rf.a145382a21465700f9e702b16c3f0457.jpg,0,1,0,0,0
images_jpeg.rf.c5ad7bcc1cd25d99d1a62a69866573ee.jpg,0,0,1,0,0
images-2_jpeg.rf.7ebadc37015e1ec190316c2c376ed117.jpg,0,1,0,0,0
Cheyletiella-min-min-202x300_jpeg.rf.23156ed59ecebc1d569d4553917ffa39.jpg,0,0,1,0,0
symptoms-dog-dandruff_jpg.rf.63c2c799f2bd7781214197f5dfb44aed.jpg,0,0,1,0,0
skin-dog-showing-hair-loss-600nw-2161760253_jpg.rf.2f22bf992d96c3cc0d6514feaafd82c8.jpg,1,0,0,0,0
images_jpeg.rf.a00fae4954776f49d8e7cfaff63c3795.jpg,1,0,0,0,0
images-4_jpeg.rf.da280386011fbe4ff3780a086227c851.jpg,0,0,1,0,0
Dog-hair-loss-dog-allergy_Ri6ka_Shutterstock_jpg.rf.b1549c04adbf9faec79645ecb03b1fe5.jpg,1,0,0,0,0
stray-dog-lying-on-floorscabies-600nw-1907352973_jpg.rf.c003d8ce4e3b06b9fb50ef67fa40013f.jpg,0,0,1,0,0
istockphoto-523036862-612x612_jpg.rf.4b6087aca5fe87e00e0185ab5d7ef30d.jpg,0,1,0,0,0
hello-my-baby-has-these-little-bald-spots-on-his-legs-and-v0-oe45gzyi1izb1_jpg_webp.rf.19560dda09e778c984b7b212df4cce5c.jpg,1,0,0,0,0
atopic-dermatitis-labrador-dog-wound-600nw-1940340694_jpg.rf.06882ea4620e9b03fc9c585577b4eebf.jpg,0,1,0,0,0
istockphoto-523036862-612x612_jpg.rf.de19065ead49808fb86ad1dad062f45c.jpg,0,1,0,0,0
Picture3_jpg.rf.af398733ae8a6cb4fbfd520e6ffa2b33.jpg,0,0,1,0,0
extra-blog-image-ALOPECIA-IN-DOGS_jpg.rf.6db24afa04cd8fdd6a1a197805527da6.jpg,1,0,0,0,0
1541086288-dogbald_jpg.rf.63e42ab794a81c3bfe02b3e5eba2214d.jpg,1,0,0,0,0
images-7_jpeg.rf.612737567d6bf5576d359e29be48c1b3.jpg,0,0,1,0,0
dogs-leg-cut-into-by-string_jpg.rf.198ec7c9a644c4f3129352df7fae5631.jpg,0,1,0,0,0
hello-my-baby-has-these-little-bald-spots-on-his-legs-and-v0-oe45gzyi1izb1_jpg_webp.rf.7c20c836c4f596fbbbfc0b2c9a6318b9.jpg,1,0,0,0,0
images_jpeg.rf.83c649aca67969b9fb8e8af553e8eeed.jpg,0,0,1,0,0
istockphoto-1295722630-612x612_jpg.rf.a1cf87b6739e087891cc853e8c815129.jpg,0,1,0,0,0
atopic-dermatitis-labrador-dog-wound-600nw-1940340694_jpg.rf.e9b2011b0af1f5e84ce3a34037d5efb6.jpg,0,1,0,0,0
969259_10151812887038735_1859534856_n_jpg.rf.8a8aa4bb07df5f8e87298ac220cc7921.jpg,1,0,0,0,0
dog-alopecia-bald-spot-female-600nw-2189354277_jpg.rf.c37b56672e71bf28e72f89b55f2a2056.jpg,1,0,0,0,0
Cheyletiella-min-min-202x300_jpeg.rf.09279fd5f1c398443e79e1362101bde5.jpg,0,0,1,0,0
image-73367-800_jpg.rf.791948401f55f08ba6ec868b8d710bb4.jpg,1,0,0,0,0
pawpad-ouch-jg_jpg.rf.d48ae104545e51575980d140c0af9d77.jpg,0,1,0,0,0
hair-loss-patch-header-1200x797_jpg.rf.2346f3d699eb233c556e3c4d8a9e0ffb.jpg,1,0,0,0,0
dogs-leg-cut-into-by-string_jpg.rf.2093201a99576d44e7ac1d0c9efed25d.jpg,0,1,0,0,0
dog-have-bald-spots_jpg_webp.rf.0c1f64e17cd8ad7b85d7f4263e2542fc.jpg,1,0,0,0,0
images-4_jpeg.rf.87683dc1c420383edd8d1e1c8559a88f.jpg,0,0,1,0,0
1541086288-dogbald_jpg.rf.0fad92be72ba44e27f592b73ed7514e6.jpg,1,0,0,0,0
images-3_jpeg.rf.49113f9d165bdecc630f15cc6680094f.jpg,0,1,0,0,0
images-5_jpeg.rf.7e7a6a6e69a857a1568028bc5c24bfb2.jpg,0,0,1,0,0
images-2_jpeg.rf.05bcffaadc78f56deaff22d33d4c0afa.jpg,0,0,1,0,0
pawpad-ouch-jg_jpg.rf.b2355334dd030c4ed2acf0565a353135.jpg,0,1,0,0,0
images-2_jpeg.rf.ed58323d2a3cd63215341021891ea97b.jpg,0,0,1,0,0
images-7_jpeg.rf.2c5af30af295d779820a291b18f2edaf.jpg,0,0,1,0,0
images-5_jpeg.rf.d68e12f3b641dbb918677ed5cfb300ec.jpg,0,0,1,0,0
11-02_fleahairlossdog_jpeg.rf.57de974416e2c154f26e766d9870dd0e.jpg,1,0,0,0,0
IMAG0261_jpg.rf.d7b9b1abe3f45f0dbfb8f8438cf46561.jpg,1,0,0,0,0
injured-dog-wound-on-rear-260nw-488092462_jpg.rf.848b2cdac27296916a10028dd4406ecc.jpg,0,1,0,0,0
Fresh-wounds-on-the-dogs-body_jpg_webp.rf.993e621e4bd18c723d2a468083a95952.jpg,0,1,0,0,0
jXka40z_jpeg.rf.c05305d77eab689e782774a2ae2ac536.jpg,1,0,0,0,0
stock-photo-close-up-dog-with-elbow-callus-symptom-lying-on-the-concrete-floor-2324081975_jpg.rf.8e001a28c674c09c6f57a9a26e9ef8c8.jpg,0,1,0,0,0
dog-skin-wounds-caused-by-260nw-698047126_jpg.rf.21715d5171ac87edbd516006549c3082.jpg,0,1,0,0,0
sddefault_jpg.rf.5d88c0058b52b7cd9e6aef7063dc1ffe.jpg,1,0,0,0,0
what-to-put-on-a-dog-wound_png.rf.c7f96f3e0d7aa65653ec6d2d9a8abc1b.jpg,0,1,0,0,0
fluffy-dog-with-patches-of-fur-missing_jpg.rf.24069c9a8c0bbb53d36428f296835529.jpg,1,0,0,0,0
dog-have-bald-spots_jpg_webp.rf.d9d6dfb2089e7e3aaed6759f330d4da2.jpg,1,0,0,0,0
sddefault_jpg.rf.cd9429c49cffee9557ebd06f83f3ea22.jpg,1,0,0,0,0
Fresh-wounds-on-the-dogs-body_jpg_webp.rf.651fb18f5a16eef1b18e99d8d6e70ae1.jpg,0,1,0,0,0
jXka40z_jpeg.rf.a6bc395fdc2f8d08deff9a578535fcf3.jpg,1,0,0,0,0
dry-flaky-hair-loss-s-1200x900_jpg.rf.b265c49b094aa4f89a78f34ea316b0b8.jpg,0,0,1,0,0
stock-photo-close-up-dog-with-elbow-callus-symptom-lying-on-the-concrete-floor-2324081975_jpg.rf.b7b6f830ab5e382273e7dc1965b795e2.jpg,0,1,0,0,0
what-to-put-on-a-dog-wound_png.rf.c1be96ce1922f09b866dcd8510c48e9c.jpg,0,1,0,0,0
images_jpeg.rf.a07b236ffe50d0de56376c478f06dd88.jpg,0,1,0,0,0
dog-skin-wounds-caused-by-260nw-698047126_jpg.rf.dbecd936a63ed0b02d376d083f7fb09d.jpg,0,1,0,0,0
969259_10151812887038735_1859534856_n_jpg.rf.e320e1ec849b2f019af97632e5527943.jpg,1,0,0,0,0
injured-dog-wound-on-rear-260nw-488092462_jpg.rf.4f43e478bb29ae1a9d6dfaf5bb489351.jpg,0,1,0,0,0
dry-flaky-hair-loss-s-1200x900_jpg.rf.d5d4eeeccbe08d57ea3a5a2451674538.jpg,0,0,1,0,0
closeup-photo-dog-leg-big-260nw-1915228252_jpg.rf.73708330646878457069c85b608babee.jpg,0,1,0,0,0
4d4f3e04c77899ad01f109843d3d9cb2_jpg.rf.e8d7b239a32ec4410f29cb48f0fb6689.jpg,0,0,1,0,0
bald-spot-on-stomach-need-advice-v0-cxfnm86q138c1_jpg.rf.350c1a8d843ae8884581aec9ba6a4516.jpg,1,0,0,0,0
hello-my-baby-has-these-little-bald-spots-on-his-legs-and-v0-37ymfkoj1izb1_jpg.rf.8ad4276fa363cd2eaba3b7117b5ac49f.jpg,1,0,0,0,0
Nutrolin_SkinCoat_Jens-before2-768x1024_jpg_webp.rf.a5f634f85c383c334acf8759824db4f8.jpg,1,0,0,0,0
images-3_jpeg.rf.ffd9c04f357851e4c65ef3b10b28dae4.jpg,0,0,1,0,0
dog-bald-spot-under-shoulder-600nw-2361154231_jpg.rf.dcf2429b73110bc8ebfebdf16a87b115.jpg,1,0,0,0,0
4d4f3e04c77899ad01f109843d3d9cb2_jpg.rf.99eeb837f36dc4e9f913daba1a91e630.jpg,0,0,1,0,0
image-87716-800_jpg.rf.94a882d104174371ef7ce274a04eb00d.jpg,0,0,1,0,0
infected-wound-dog-min-min-300x300-min_jpeg.rf.2fedf81fe1ae474a8a5e792846ac274d.jpg,0,1,0,0,0
injury-on-face-v0-yva0tbliujbd1_jpg.rf.cf1718c56e5c3ab816c465f933918b11.jpg,0,1,0,0,0
hair-loss-patch-header-1200x797_jpg.rf.70fc991b12654f6f66dad1e97928079c.jpg,1,0,0,0,0
image-73367-800_jpg.rf.0b5f6ab133b5b0a5a1196759399d5011.jpg,1,0,0,0,0
injury-on-face-v0-yva0tbliujbd1_jpg.rf.e9ae853ad12f6469d7788fb2453c55e5.jpg,0,1,0,0,0
bp32G_jpg.rf.985aa8016cc15609f093dbe2501cc1b9.jpg,0,1,0,0,0
fluffy-dog-with-patches-of-fur-missing_jpg.rf.739961e164a14dfefff5183961f43197.jpg,1,0,0,0,0
dog_open_wound_1_jpg.rf.f3f892213aea8fbd736981f1592c06f2.jpg,0,1,0,0,0
11-02_fleahairlossdog_jpeg.rf.f9de1c8d6d7cda8c44a4ffafdb6ec3d9.jpg,1,0,0,0,0
IMAG0261_jpg.rf.2be0defe873b4637f6e4270877768d96.jpg,1,0,0,0,0
istockphoto-975689070-612x612_jpg.rf.e518e2fc62041dd575d906f6aadbcf28.jpg,0,1,0,0,0
hello-my-baby-has-these-little-bald-spots-on-his-legs-and-v0-37ymfkoj1izb1_jpg.rf.8579cf4909aa78a7f8b44febaeecd85d.jpg,1,0,0,0,0
closeup_alopecia_dog_tail_1195682120_jpg.rf.4a2ff29fa38d334726679d289ca6befa.jpg,1,0,0,0,0
BVC-4-Primary-Suspects_jpg.rf.48f739f42a91067f3e9bdbdb9882c1c8.jpg,1,0,0,0,0
bald-spot-on-stomach-need-advice-v0-cxfnm86q138c1_jpg.rf.6d5030bc38bed7c4cb5785f000871278.jpg,1,0,0,0,0
1530037295-DogAlopecia_jpg.rf.8a1e9e2ec473de542e0c249d231ded83.jpg,1,0,0,0,0
images_jpeg.rf.77b36b185ad19d19f6fe1a5bfbadbf06.jpg,0,1,0,0,0
istockphoto-975689070-612x612_jpg.rf.057bc77d7b62374be54a0cf96ece331f.jpg,0,1,0,0,0
alo_Figure-2_jpg.rf.7abaa99c041cd54971ce09f8a9b94b98.jpg,1,0,0,0,0
The-doctor-shaved-the-dog-to-make-the-wound_-veterinary-surgery_-Veterinarian-surgery_-operating-of-wounded-dog_-Wound-for-shiba-inu_jpg_webp.rf.c23774c40f6e6c5df8f5449c7d4c3d97.jpg,0,1,0,0,0
image-87716-800_jpg.rf.ad0760b307dd9b43afe78fffe93a0d39.jpg,0,0,1,0,0
Nutrolin_SkinCoat_Jens-before2-768x1024_jpg_webp.rf.ac390525f22e919c981cbb19992f0275.jpg,1,0,0,0,0
dog-bald-spot-under-shoulder-600nw-2361154231_jpg.rf.8f6771d6d5dc2596c8124829ef87c550.jpg,1,0,0,0,0
BVC-4-Primary-Suspects_jpg.rf.22fddea41dd3fb63d00bfb8518b9ff0b.jpg,1,0,0,0,0
images-8_jpeg.rf.32f7237b009e1bebdcab109fb991bf62.jpg,0,0,1,0,0
images-4_jpeg.rf.ec713ed55d1ebb543edba2b2daa040ad.jpg,0,1,0,0,0
closeup-photo-dog-leg-big-260nw-1915228252_jpg.rf.f935346ce3db9f30ebd92224a7f0d11c.jpg,0,1,0,0,0
infected-wound-dog-min-min-300x300-min_jpeg.rf.0149e5973a823656200fe76b37b09e17.jpg,0,1,0,0,0
Nose-wound-min-min-300x300_jpg.rf.786868ab85fe5c36d34aa929bc33909f.jpg,0,1,0,0,0
images-3_jpeg.rf.2bb541c73e6378a69de0bb007a24e8c0.jpg,0,0,1,0,0
images-6_jpeg.rf.7526d60fe418a3a17401a826a76c6a50.jpg,0,0,1,0,0
bp32G_jpg.rf.82dd6d084459020f622d238329e2e32f.jpg,0,1,0,0,0
bite-wound-dog-min-300x300-min_jpeg.rf.5027344af20227e34d65b821adc86acd.jpg,0,1,0,0,0
pictures-skin-problems-dogs-dandruff-600nw-2258855509_jpg.rf.22298f77f19b3df69be927d6a96d8917.jpg,0,0,1,0,0
symptoms-dog-dandruff_jpg.rf.447266a98d791614f854c9a3182a5fc8.jpg,0,0,1,0,0
closeup_alopecia_dog_tail_1195682120_jpg.rf.cf12c652fa945afbf69445f9c0333abc.jpg,1,0,0,0,0
Dog_wound_Banner_a0f3e047-a4bc-4ae2-900c-f83831ac6cc5_480x480_jpg.rf.78e5ca875cfb5f84e7b13be684fc1383.jpg,0,1,0,0,0
images-5_jpeg.rf.eb5ae092471ed6681d05a3919d426eb1.jpg,0,1,0,0,0
images-6_jpeg.rf.c548178b01fdf476f3974bd30d8c3ebe.jpg,0,1,0,0,0
c4058f_c3b28994470245018dd3930ab8f49268-mv2_jpg.rf.b44097369975c3f4ee94404d81e2e988.jpg,0,0,1,0,0
istockphoto-2151064986-612x612_jpg.rf.64e0612ab7bd8d997a73a47540845f58.jpg,0,0,1,0,0
images_jpeg.rf.de53d4799fdd52ab2d2f517c74ecc5a4.jpg,1,0,0,0,0
p1cdpsbq8916oc1onscsp1oqv16ov6_jpg.rf.7e23776b83a1ccf8b8144015ca639b6a.jpg,0,1,0,0,0
images-8_jpeg.rf.62e1b51d6a23340b473423b993697cc4.jpg,0,0,1,0,0
skin-dog-showing-hair-loss-600nw-2161760253_jpg.rf.e7d0ed650a6ec937eee30a95d6d7eb8c.jpg,1,0,0,0,0
images-2_jpeg.rf.ba3cdec369e3d6a60fb59582af6c97d9.jpg,1,0,0,0,0
Dog_wound_Banner_a0f3e047-a4bc-4ae2-900c-f83831ac6cc5_480x480_jpg.rf.46f70d941ca33fb89d9476fea44f4ae9.jpg,0,1,0,0,0
images-2_jpeg.rf.0efdbfd6e0560e152e119225b835436b.jpg,0,1,0,0,0
1530037295-DogAlopecia_jpg.rf.bb7d256939ad8f8c207b2c320d109140.jpg,1,0,0,0,0
Nose-wound-min-min-300x300_jpg.rf.5e5f7181d7246732b11bd8e3a7116deb.jpg,0,1,0,0,0
pictures-skin-problems-dogs-dandruff-600nw-2258855509_jpg.rf.9144ed51ec5860fec18efaf909e27ea2.jpg,0,0,1,0,0
images_jpeg.rf.63af5fddfa61086c260e77b249b64d7b.jpg,1,0,0,0,0
skin-dog-showing-hair-loss-600nw-2161760253_jpg.rf.196345e6ba8678757c9adf0ead40bd03.jpg,1,0,0,0,0
images-6_jpeg.rf.0c67a53626252b294767fa4c567de8f8.jpg,0,1,0,0,0
istockphoto-2151064986-612x612_jpg.rf.d507d039a1fa714b219dc3f2348ed032.jpg,0,0,1,0,0
p1cdpsbq8916oc1onscsp1oqv16ov6_jpg.rf.1eb67d77ec4493bc31021fb7862972c5.jpg,0,1,0,0,0
stray-dog-lying-on-floorscabies-600nw-1907352973_jpg.rf.69695981d1c2ef55d36a207dc0e79679.jpg,0,0,1,0,0
images-4_jpeg.rf.4dfc81fe5842f6f855c9ecb2bb211c8b.jpg,0,1,0,0,0
symptoms-dog-dandruff_jpg.rf.7e733f48596a2559d9f77ee38be37766.jpg,0,0,1,0,0
images-2_jpeg.rf.f76dc7f8af1035251ba41201c15a3d2d.jpg,0,1,0,0,0
images-2_jpeg.rf.a3cfcdeedd66b231352a42bda0f6b35e.jpg,1,0,0,0,0
images-5_jpeg.rf.a27cb4b4b36004f954b95e0fa0940e75.jpg,0,1,0,0,0
bite-wound-dog-min-300x300-min_jpeg.rf.368e801b14f7c629c22d39ae741270f2.jpg,0,1,0,0,0
extra-blog-image-ALOPECIA-IN-DOGS_jpg.rf.cd94c475d5ee0d704f360352c5bb768d.jpg,1,0,0,0,0
IMAG0261_jpg.rf.157f2d18b8c2c4e309b5c8ee67bcdbbf.jpg,1,0,0,0,0
Picture3_jpg.rf.3e240c37418f57785642ad48b16470e6.jpg,0,0,1,0,0
Cheyletiella-min-min-202x300_jpeg.rf.7ea7ed37763df0cbfea67ad7e1b02b1c.jpg,0,0,1,0,0
hello-my-baby-has-these-little-bald-spots-on-his-legs-and-v0-oe45gzyi1izb1_jpg_webp.rf.3123df623528590283a205477aae3850.jpg,1,0,0,0,0
1541086288-dogbald_jpg.rf.4d8a435ce0d002eb10d15f0a171a7625.jpg,1,0,0,0,0
images-6_jpeg.rf.a9dba2ac4fc1fe88e05ae792056696b4.jpg,0,0,1,0,0
dog-have-bald-spots_jpg_webp.rf.166001c1f8d0af134b5dd4063e618666.jpg,1,0,0,0,0
dog_open_wound_1_jpg.rf.9b4bd8e69a0f40009e7f62fc19dd8da2.jpg,0,1,0,0,0
stray-dog-lying-on-floorscabies-600nw-1907352973_jpg.rf.a77c4634e2a9007c388b2ef914cfd9c1.jpg,0,0,1,0,0
istockphoto-1295722630-612x612_jpg.rf.2b8ce295a74506568b308aca4df20424.jpg,0,1,0,0,0
Dog-hair-loss-dog-allergy_Ri6ka_Shutterstock_jpg.rf.dab76a1785df5834ae1896c8e9c6088b.jpg,1,0,0,0,0
hair-loss-patch-header-1200x797_jpg.rf.936b665c9188242f2cc0a22d14e309b7.jpg,1,0,0,0,0
atopic-dermatitis-labrador-dog-wound-600nw-1940340694_jpg.rf.0343f5b2e4dd84e67e29437fd13a0262.jpg,0,1,0,0,0
c4058f_c3b28994470245018dd3930ab8f49268-mv2_jpg.rf.2b489f597bf1b64b80c2e18fd787c737.jpg,0,0,1,0,0
images_jpeg.rf.54f7113ebd6f5857be9325771719891b.jpg,0,0,1,0,0
alo_Figure-2_jpg.rf.290f0e9576faf50dcd8251574d92b9c0.jpg,1,0,0,0,0
images-3_jpeg.rf.5730aae626727ead6b610fc401a28c06.jpg,0,1,0,0,0
image-73367-800_jpg.rf.b0538a0a0a6fc2d1f8f0d49bf9f3c859.jpg,1,0,0,0,0
images-7_jpeg.rf.ef77aae6fe484bdd951d9266662a9340.jpg,0,0,1,0,0
images-5_jpeg.rf.58895e85e9c1e1f3697b3614de2cb6ba.jpg,0,0,1,0,0
dogs-leg-cut-into-by-string_jpg.rf.7dd94ea273a67b9212dbd198683bacf5.jpg,0,1,0,0,0
images-2_jpeg.rf.5a7fb88d7a694653835c5a24cf8e7bb2.jpg,0,0,1,0,0
istockphoto-523036862-612x612_jpg.rf.e46798bc0cd8d49fee6b79b3f8ac6278.jpg,0,1,0,0,0
images-4_jpeg.rf.824d9f02c1af791084f4158ea21025d4.jpg,0,0,1,0,0
dog-alopecia-bald-spot-female-600nw-2189354277_jpg.rf.bf8ac8f80a4a6263825e89e526cbc20a.jpg,1,0,0,0,0
pawpad-ouch-jg_jpg.rf.58856d693eb1317b7fc7dc0aeb50eae1.jpg,0,1,0,0,0
11-02_fleahairlossdog_jpeg.rf.90cea766d413d22d8c68b92ce060c410.jpg,1,0,0,0,0
injured-dog-wound-on-rear-260nw-488092462_jpg.rf.bb6df8ee968a2ff36bbeb2a88523976b.jpg,0,1,0,0,0
1530037295-DogAlopecia_jpg.rf.227725f5034ee499dd3c278a9b92f6d3.jpg,1,0,0,0,0
closeup-photo-dog-leg-big-260nw-1915228252_jpg.rf.6b3c179f2a7bf4fe666942e72ef82862.jpg,0,1,0,0,0
969259_10151812887038735_1859534856_n_jpg.rf.7c27b91cd52eb070e643b31291335a5c.jpg,1,0,0,0,0
infected-wound-dog-min-min-300x300-min_jpeg.rf.0c959c33596c4534bec586bd567d6f4b.jpg,0,1,0,0,0
images_jpeg.rf.7d54c72bb2b20c23656d82d3706f5ab5.jpg,0,1,0,0,0
4d4f3e04c77899ad01f109843d3d9cb2_jpg.rf.09a1f5507529b9955e276c3d1f4cc8ac.jpg,0,0,1,0,0
image-87716-800_jpg.rf.2ed68a7a0e8ec4d5d71759a584c9bb05.jpg,0,0,1,0,0
hello-my-baby-has-these-little-bald-spots-on-his-legs-and-v0-37ymfkoj1izb1_jpg.rf.59c177c0fb4f221daf58b420bf613ded.jpg,1,0,0,0,0
images-3_jpeg.rf.00e014215298f5dc470f96bd0e21c60a.jpg,0,0,1,0,0
bald-spot-on-stomach-need-advice-v0-cxfnm86q138c1_jpg.rf.846c634bcd19dc673cf7b23b260c98fd.jpg,1,0,0,0,0
dog-skin-wounds-caused-by-260nw-698047126_jpg.rf.3b74bd2b3ddf1ff8c70996a2fa05e2e4.jpg,0,1,0,0,0
stock-photo-close-up-dog-with-elbow-callus-symptom-lying-on-the-concrete-floor-2324081975_jpg.rf.532d205cf2f37d26737589b519cf2d5c.jpg,0,1,0,0,0
Nutrolin_SkinCoat_Jens-before2-768x1024_jpg_webp.rf.f8c40c2a2a752d88c70d0018865939a8.jpg,1,0,0,0,0
bp32G_jpg.rf.4754b6be5cdf6af35099d3ebeb33b81b.jpg,0,1,0,0,0
The-doctor-shaved-the-dog-to-make-the-wound_-veterinary-surgery_-Veterinarian-surgery_-operating-of-wounded-dog_-Wound-for-shiba-inu_jpg_webp.rf.4fb0463d091cfb8ce5c673adf75db256.jpg,0,1,0,0,0
BVC-4-Primary-Suspects_jpg.rf.4057fc99bd24f45e0dc3585bb39788f3.jpg,1,0,0,0,0
dog-bald-spot-under-shoulder-600nw-2361154231_jpg.rf.1a456d073b57d580ff91f8a0d54c9924.jpg,1,0,0,0,0
sddefault_jpg.rf.68b14a266ec5405e4fccceec98b6e942.jpg,1,0,0,0,0
fluffy-dog-with-patches-of-fur-missing_jpg.rf.3c63c7cd89a5b439b37926e1ce9ea67f.jpg,1,0,0,0,0
Fresh-wounds-on-the-dogs-body_jpg_webp.rf.da675e5938f99f20c06a9b652765f4f8.jpg,0,1,0,0,0
injury-on-face-v0-yva0tbliujbd1_jpg.rf.a451251dbfb6d62688529bab6210cea3.jpg,0,1,0,0,0
jXka40z_jpeg.rf.079d90caaa03aef03812f862f3b8bdbf.jpg,1,0,0,0,0
closeup_alopecia_dog_tail_1195682120_jpg.rf.c995af1f30122522ca2dea27cfed4665.jpg,1,0,0,0,0
istockphoto-975689070-612x612_jpg.rf.5610684a7aa6bfd8c5cdc98aa2244744.jpg,0,1,0,0,0
dry-flaky-hair-loss-s-1200x900_jpg.rf.9a205d66886c835fd6a7b0e3c6ffc17c.jpg,0,0,1,0,0
what-to-put-on-a-dog-wound_png.rf.d59ec83e9fa3c2512079af2a95303957.jpg,0,1,0,0,0
