filename,dermatitis,fine,flea_allergy,ringworm,scabies
hotspot-19-_jpg.rf.81b5fef587f09938c89a10bd2d3a0c96.jpg,0,0,1,0,0
1000010494_x16_jpg.rf.81aa19b9cc088255ea4a56cfa63a4147.jpg,1,0,0,0,0
ringworm-47-_jpg.rf.850332ec24fe12d0a13afa00fda9d6b6.jpg,0,0,0,1,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000361_png_jpg.rf.84c0e5f09ee6d1443c55793e452f21b7.jpg,0,0,0,0,1
Image_24_jpg.rf.84d091594fde2d20572bbc543d7f2f38.jpg,0,1,0,0,0
mange-17-_jpg.rf.84855e1500abd43c3a69e0e07af436a7.jpg,0,0,0,0,1
flea_allergy-52-_jpg.rf.8275f206fb74295ac895f3046728b0f0.jpg,0,0,1,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000500_png_jpg.rf.88da60466d6ae8ce59b3205bcf6a58a8.jpg,0,0,0,0,1
Image_25_jpg.rf.8533a1a86463981ba01c064a63f26b5d.jpg,0,1,0,0,0
ringworm-38-_jpg.rf.83a8e868312b94b7ea8f501f0460c047.jpg,0,0,0,1,0
ringworm-126-_jpg.rf.83690b2971ece89a106fd53cf4be6972.jpg,0,0,0,1,0
OIP-6-_x4_jpg.rf.8a3d13868cfc0b9597f5fecdbb4da8a0.jpg,1,0,0,0,0
1000010648_x16_jpg.rf.88152c8aa55e2e6e3d9944c4ea2f691a.jpg,1,0,0,0,0
1000010755_x4_jpg.rf.839d18454a58d635388221cb0a035c7f.jpg,0,0,1,0,0
Image_35_jpg.rf.8872d2a2103ce0078f934c392cb35649.jpg,0,1,0,0,0
Image_79_jpg.rf.891805aae2a15afa95dbba6b58df5b85.jpg,0,1,0,0,0
1000011971_x4_jpg.rf.8aacdfdf9f21cec980975ca9b1c5ac89.jpg,1,0,0,0,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_00025_jpg.rf.858c537e533ea929e5f6837a6a23a918.jpg,1,0,0,0,0
Image_23_jpeg.rf.88523fb517a115f87ce9a69e2a90910d.jpg,0,1,0,0,0
The-perfect-way-to-apply-the-Hot-Spot-Gel_00538_jpg.rf.821c3d31efc8726e4ff09b13f2ee494b.jpg,0,0,0,0,1
69869142_2813720881974689_7556977064478244864_n_jpg.rf.86f4b28079e83a1af56437502504c364.jpg,0,0,0,1,0
Image_58_jpg.rf.8ac8105b46b859198f49218d6f2707bb.jpg,0,1,0,0,0
ringworm-106-_jpg.rf.8b5738ec69789b2ad8fedb9dae357e76.jpg,0,0,0,1,0
Thank-you-all-for-your-support_00016_jpg.rf.8816c060698cc201ddcb3a64b1002bf0.jpg,1,0,0,0,0
mange-16-_jpg.rf.8b5e7d0d8c190d6803150240aad3e605.jpg,0,0,0,0,1
Image_38_jpg.rf.8d6abe7a57a11ef70acee20eac267513.jpg,0,1,0,0,0
mange-29-_jpg.rf.8c0cf8ac246e3b13560b7d8efcf92e4f.jpg,0,0,0,0,1
ringworm-101-_jpg.rf.8839c5255ac7c210185112991db3931d.jpg,0,0,0,1,0
1000010654_x16_jpg.rf.85b59c84008e43b20164b1c706857f0d.jpg,0,0,0,1,0
Image_69_jpg.rf.8bef9d968ce8dfa06dbc60e602cbe0bb.jpg,0,1,0,0,0
hotspot-20-_jpg.rf.8bb4e5161cfe73572884c39facdc0325.jpg,0,0,1,0,0
hotspot-114-_jpg.rf.85e2022755300ce7f72ed50ac405f564.jpg,0,0,0,0,1
1000010656_x16_jpg.rf.8df5e1c04c72353a26b00d6c92dd9f84.jpg,1,0,0,0,0
431b67dc8abef58a33f606ec6d5b2bd00e016900_jpeg_jpg.rf.8c53c1e7839b4fabbfcbc46fc7fb53e8.jpg,0,0,0,0,1
A332365_1_En_4_Fig38_HTML_x4_jpg.rf.8d18609ded978dea076eb0400ac89954.jpg,0,0,0,0,1
ringworm-9-_jpg.rf.8dc4218dcd8f6ccd2980c4c9a1eee691.jpg,0,0,0,1,0
hotspot-68-_jpg.rf.8d9c778ce58236d098ed061e7d607cf2.jpg,1,0,0,0,0
Image_60_jpg.rf.8811938b52bca3cfa49431b2c7e5cf79.jpg,0,1,0,0,0
hotspot-64-_jpg.rf.8b198d446bbdb3fb5a575355e1800b39.jpg,1,0,0,0,0
1000010501_x4_jpg.rf.8d9b5c205f70da96600d0fd066c0c01a.jpg,0,0,0,1,0
1af1e05f9bea841e74c3ef58a2aa86841c3b929c_jpeg_jpg.rf.8e9ae3bdb57d9b7568dbec8357b5a644.jpg,0,0,1,0,1
mange-34-_jpg.rf.8cfb0f68b733ef28222b43a8b931fa64.jpg,0,0,0,0,1
hotspot-70-_jpg.rf.8ef9a75a6933badef68c1c85b6af022b.jpg,1,0,0,0,0
Image_68_jpg.rf.8e0e26e50f94250c81e1f1eef6c33d29.jpg,0,1,0,0,0
mange-36-_jpg.rf.8f5fb461fa240d42127978e83974bd4c.jpg,0,0,0,0,1
May-is-allergy-awareness-month-here-at-The-Shot-Spot_00127_jpg.rf.8e60d43afb43b1e663c9e5bc441cae27.jpg,1,0,0,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000484_png_jpg.rf.8823c766572581e0b02e4a60cc6238df.jpg,0,0,0,0,1
hot-spots-suck_00079_jpg.rf.9063c8340b374716c791b10edcec6048.jpg,1,0,0,0,0
flea_allergy-4-_jpg.rf.915969677634ff316c8c4eabeb7aad9b.jpg,0,0,1,0,0
1000010750_x16_jpg.rf.8717afec5bbb81cc6f8ddc6cb35c1a30.jpg,0,0,0,0,1
ringworm-64-_jpg.rf.9166871605b96782c458f0faa889bef4.jpg,0,0,0,1,0
flea_allergy-73-_jpg.rf.91dbb5f0220e45b04b7ca873a46a4a8e.jpg,0,0,0,0,1
mange-43-_jpg.rf.8748a0b6fc234e48f83997bac686a5ef.jpg,0,0,0,0,1
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000497_png_jpg.rf.8ffbb22f7d29922356c339c8e2e6b76e.jpg,0,0,0,0,1
1000010578_x4_jpg.rf.8f1ff1d849ccbad63f29304835409d4a.jpg,0,0,1,0,0
ringworm-135-_jpg.rf.90527e16b58f3386109501362d26f8d2.jpg,0,0,0,1,0
OIP-7-_x16_jpg.rf.8ea5a6442d85783764597aa8be725b50.jpg,0,0,1,0,0
1000010535_x16_jpg.rf.902fac5f9552e9a0450595fe48b6e8d9.jpg,0,0,0,0,1
hotspot-98-_jpg.rf.872123e8b8256067e954d56f6d5d8fcc.jpg,1,0,0,0,0
Image_13_jpg.rf.9283883ed70d3f5e292fd60f23d49bc2.jpg,0,1,0,0,0
Poodle-hotspot-care-000121_png_jpg.rf.9349930192699965a9e2b601b4f1be87.jpg,0,0,1,0,0
hotspot-46-_jpg.rf.90587ea2db25466768802406892231e6.jpg,1,0,0,0,0
1000010744_x16_jpg.rf.93a291d896c9983d1d7e30d12e7acce2.jpg,0,0,1,0,0
mange-33-_jpg.rf.93f9a134b6c1a4f8737ef54f9ef1ce32.jpg,0,0,0,0,1
May-is-allergy-awareness-month-here-at-The-Shot-Spot_02323_jpg.rf.93a152b2eee27abc2752d0adf5128ef4.jpg,0,0,1,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000487_png_jpg.rf.92aa342f4dd3ebfdf3ecbf5338954656.jpg,0,0,0,0,1
hotspot-25-_jpg.rf.87ee391c30b8f922d9ee836e31c51fcf.jpg,0,0,0,1,0
Image_14_jpeg.rf.8fe4cf57283656384d90e1d0e1b3d614.jpg,0,1,0,0,0
hot-spots-suck_00103_jpg.rf.947249bd1cbcd4a686a9ccb59119531e.jpg,1,0,0,0,0
ringworm-54-_jpg.rf.94d020565ee922b8a5df22bd66b9e105.jpg,0,0,0,1,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000359_png_jpg.rf.95e912d69462ad1d359a75cd18744b31.jpg,1,0,0,0,0
Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000618_png_jpg.rf.970beef29db6202407b43f8190bec959.jpg,1,0,0,0,0
hotspot-83-_jpg.rf.960ed8a8dc9ac89c58a427100d7671bd.jpg,1,0,0,0,0
1000010700_x16_jpg.rf.96f331dbd2297da1cbc3deb01778ec86.jpg,0,0,1,0,0
Image_23_jpg.rf.986363b79b5f162ab0049c7b1c627913.jpg,0,1,0,0,0
mange-1-_jpg.rf.96980ee6e4f666bcf3437df0251bf0e8.jpg,0,0,0,0,1
Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000617_png_jpg.rf.965c6fca9670eee6cd2724b179c4e702.jpg,1,0,0,0,0
Reply-to-don-t-let-your-dog-suffer-in-silence_00009_jpg.rf.989dce7a73b40d1bbbd182fb4253e08b.jpg,1,0,0,0,0
9-Bulla-Q9-jpg_jpg.rf.959816910a7aa5b946daa8a5dc6be9f6.jpg,0,0,0,0,1
May-is-allergy-awareness-month-here-at-The-Shot-Spot_01867_jpg.rf.959db0abd9d9c967704d5493f9ece849.jpg,1,0,1,0,0
mange-24-_jpg.rf.947c6f5975d4e86fa2396b0fc4596147.jpg,0,0,1,0,0
ringworm-92-_jpg.rf.9426527feedb3facc3a761dc0914286e.jpg,0,0,0,1,0
hotspot-77-_jpg.rf.99650006202123a15026500cb0b34691.jpg,1,0,0,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000475_png_jpg.rf.99ea691137581d6d55c2376432645a87.jpg,0,0,0,0,1
Image_27_jpg.rf.9a4ce9d10cef211a4a397285c01ccf95.jpg,0,1,0,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000467_png_jpg.rf.96e8580e82da1253c95edbcee4374889.jpg,0,0,0,0,1
mange-3-_jpg.rf.95a0d35224722343d4b19710c4192427.jpg,0,0,0,0,1
Image_76_jpg.rf.9579a2b038a83c6acb3207b80d73b46d.jpg,0,1,0,0,0
hotspot-54-_jpg.rf.99fd4852adad5339472bf2d7552cf4af.jpg,1,0,0,0,0
Image_13_jpg.rf.978d5aab485ba5369aa115b7a7db9c9b.jpg,0,1,0,0,0
1000011983_x4_jpg.rf.9ab45f73e4c41208347ce9127e324f3b.jpg,0,0,0,1,1
Image_22_jpg.rf.988bf18661173f5ad132cff863cedf95.jpg,0,1,0,0,0
hotspot-85-_jpg.rf.9aa863fb2b011eed3819616353eaf305.jpg,1,0,0,0,0
ringworm-147-_jpg.rf.9b8de8ffa9ea95af8394b9f9f796bd8e.jpg,0,0,0,1,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_01375_jpg.rf.93ba17568723cbb84e1e1a24d3b4b468.jpg,0,0,1,0,0
Image_22_jpg.rf.9adf4d550150d6451be360615dd1566d.jpg,0,1,0,0,0
Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000623_png_jpg.rf.9afb5bedd0a78ac41d533e624dfe23a2.jpg,1,0,0,0,0
hotspot-116-_jpg.rf.9d5c40518d1711f1b3e1d268fbe97162.jpg,0,0,0,0,1
ringworm-30-_jpg.rf.9d7acf651a8d08831271d599b2cafe2b.jpg,0,0,0,1,0
Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000626_png_jpg.rf.9b9e61d06c9e44f842128c79a777dd2e.jpg,1,0,0,0,0
Image_69_jpg.rf.9e974e9de83d0c9b792c46cbf9da1427.jpg,0,1,0,0,0
hotspot-50-_jpg.rf.9d22b9a788ba05a7c2a77957cfc83815.jpg,0,0,0,1,0
1000010687_x16_jpg.rf.9c56a60555c9388095268990ddbd8d2b.jpg,0,0,0,0,1
ringworm-67-_jpg.rf.9e4d9510fdc3d7b0987543413af34117.jpg,0,0,0,1,0
ringworm-131-_jpg.rf.9eadec9c2f321b934a00a78116655cf3.jpg,0,0,0,1,0
mange-26-_jpg.rf.9b5a0a0f4fc48f6dfe882c58bd89f89c.jpg,0,0,0,0,1
Owners-usually-don-t-get-a-good-vote-of-just-how-big-hotspots_00361_jpg.rf.9ee3dd4e297dc7a355fc4e154dfe67aa.jpg,0,0,0,1,0
342211074_1010000213718052_3587685332630184295_n_jpg.rf.9f655e8671a2cfe4913826de99aabe4d.jpg,1,0,0,0,0
flea_allergy-47-_jpg.rf.908ffbb9d229223fc9a058744722a97d.jpg,0,0,0,1,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_01366_jpg.rf.9d987eab3a5e74c0ecc3ef4d0b1b3cae.jpg,0,0,1,0,0
flea_allergy-30-_jpg.rf.9bd01cdc002cd16d4b27b1fe86ed04e7.jpg,0,0,1,0,0
flea_allergy-51-_jpg.rf.9f74b0c0bfb8c1ef90cbfd1dc99e123b.jpg,0,0,1,0,0
ringworm-42-_jpg.rf.9f04fa9e482a960922a96b961405c028.jpg,0,0,0,1,0
ringworm-22-_jpg.rf.a21f298997eea6cf7e2f1c5131dd10c5.jpg,0,0,0,1,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_01870_jpg.rf.a0f5ad6b02d8e034da15f5261e696152.jpg,1,0,1,0,0
ringworm-124-_jpg.rf.9f8bcc77a2bca063b0d045699201106b.jpg,0,0,0,1,0
ringworm-13-_jpg.rf.a01704702ed41bda9a77852f7942667f.jpg,0,0,0,1,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_02191_jpg.rf.a03f3efb84f6d46bb8db1be42d0ab409.jpg,0,0,1,0,0
Image_58_jpg.rf.9f99bdea682a274dc8fda36d8e7bcb0b.jpg,0,1,0,0,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_00004_jpg.rf.9d32c92efaccd179fcdb541c383d4d8f.jpg,1,0,0,0,0
Image_80_jpg.rf.a1dbca96b0a4e9d70c4ca95dec927279.jpg,0,1,0,0,0
Image_7_jpg.rf.9dec55165c25d4377214b2bde804862e.jpg,0,1,0,0,0
1000010701_x16_jpg.rf.a26a12f69b162de15a1e12cbdbb9df52.jpg,1,0,0,0,0
Image_11_jpg.rf.9d0a0bd485c6bae703299b8482cef313.jpg,0,1,0,0,0
Image_82_jpg.rf.a106cd00547463e02e4819dbc1746801.jpg,0,1,0,0,0
OIP-8-_x16_jpg.rf.a24b528e4fbc0e7efcd672a993651368.jpg,0,0,0,1,0
hotspot-69-_jpg.rf.a20a33fbbc8730d7ca43ce52c3c145fb.jpg,1,0,0,0,0
hotspot-52-_jpg.rf.a048fbfdfe6aac9face0460c3779c8b8.jpg,1,0,0,0,0
flea_allergy-62-_jpg.rf.a529f7ca70e3b74b859159f01641d031.jpg,0,0,0,0,1
Poodle-hotspot-care-000114_png_jpg.rf.a4c4c7234e2c5c7ae6d6e05cab070b01.jpg,0,0,1,0,0
Image_62_jpg.rf.a3a84faa86f949c1ea10b22752b2ff82.jpg,0,1,0,0,0
Hot-Spot-on-_Chance_-How-to-treat-a-dog-that-you-can_t-touch_-000620_png_jpg.rf.9d33b5ca2e33515eed0baa88fc2a2472.jpg,1,0,0,0,0
ringworm-132-_jpg.rf.a46c6641b219b25f03206f0c63361ec4.jpg,0,0,0,1,0
1000010548_x16_jpg.rf.9db1814bac86bd3e699f48dfc753b937.jpg,0,0,0,0,1
flea_allergy-69-_jpg.rf.a574b3d66836322000c32243d94db00f.jpg,0,0,1,0,0
1000010554_x16_jpg.rf.a3408bdcf4a88cd455f22670c90a9a40.jpg,0,0,0,0,1
flea_allergy-50-_jpg.rf.a5750e7712c0bd8af4373ac0ad7b987e.jpg,0,0,1,0,0
Poodle-hotspot-care-000002_png_jpg.rf.9cacb99d5d1edcbd1ba62e83c66e77df.jpg,0,0,1,0,0
Image_13_jpg.rf.a5bd703c852f9c4e2acbe1384d1ad825.jpg,0,1,0,0,0
296327617_10223333354745759_96123069612573010_n_jpg.rf.a584c1aacc9db1b91db9d1726b8a9c24.jpg,1,0,0,0,0
1000010575_x16_jpg.rf.a5bfdcda891d12320204b7492491485c.jpg,1,0,0,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000460_png_jpg.rf.a590a76a4d435d6abfe2db962bac26ef.jpg,0,0,0,0,1
Day-4-of-ringworm-treatment_00341_jpg.rf.a66f8267a13ce1432208e50b6d80aaeb.jpg,0,0,0,1,0
1000011982_x4_jpg.rf.9effe8eb7ba4dcfb325a6a90b48da1b2.jpg,0,0,0,1,0
flea_allergy-59-_jpg.rf.a98685035b7bb816e3b0cf2ac223a552.jpg,0,0,1,0,0
mange-45-_jpg.rf.a70a4ee69cfe14497a70bc8cf04f0aa3.jpg,0,0,0,0,1
1000011974_x4_jpg.rf.a7f8c6160e91b7a513b6201c95f19722.jpg,0,0,0,1,0
ringworm-26-_jpg.rf.a95ec6cc110483a76acd596124487cd9.jpg,0,0,0,1,0
mange-27-_jpg.rf.a08a0429c355682532afe2becf241410.jpg,0,0,0,0,1
flea_allergy-10-_jpg.rf.a69b6fa93da14f1e18bf493b8eec1b82.jpg,0,0,0,1,0
1000010627_x4_jpg.rf.ab081312b65bd45d4e40fb23a0611759.jpg,0,0,1,0,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_01567_jpg.rf.a9d06ad5a8e7f082c522bba0c8bccc3c.jpg,0,0,1,0,0
1000011973_x4_jpg.rf.a82dd75af4b87c4611a3c7211c2a7174.jpg,1,0,0,0,0
May-is-allergy-awareness-month-here-at-The-Shot-Spot_00013_jpg.rf.a9e7684f686a006672b800fbf82928c6.jpg,0,0,1,0,0
Image_24_jpg.rf.a70608893d97942233e797f6c1b84143.jpg,0,1,0,0,0
ringworm-100-_jpg.rf.ac0c9986598935f48503c2bfd2abaeed.jpg,0,0,0,1,0
Image_25_jpg.rf.a65ccf455f9b2109cbfa3e0a289661c8.jpg,0,1,0,0,0
1000010613_x4_jpg.rf.a6d5bd5f1d942c075735c6440acdc453.jpg,0,0,0,1,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000495_png_jpg.rf.a9c6decf7762ebf08ac3535a5fc5718f.jpg,0,0,0,0,1
ringworm-16-_jpg.rf.ace40c9c508817c167f28650da221128.jpg,0,0,0,1,0
hotspot-106-_jpg.rf.ac568ef19b7368c9b0f6634a430b5a98.jpg,0,0,0,0,1
1000010614_x4_jpg.rf.a9e25e2510f8831cdcf8de092fb86a46.jpg,1,0,0,0,0
Image_83_jpg.rf.ad416339fc8e042a92906c7b815cb3f0.jpg,0,1,0,0,0
ringworm-62-_jpg.rf.ae6f9fd2874033cebf83e4975f6f09a7.jpg,0,0,0,1,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000483_png_jpg.rf.abd39d1581ba5183305605fd0bf3c62a.jpg,0,0,0,0,1
1000010640_x16_jpg.rf.a811b173946acfe1e88ec8afb98ecd56.jpg,0,0,0,1,0
mange-47-_jpg.rf.a852fc2a8955940b2c0ac2a33a2dc6d0.jpg,0,0,0,0,1
May-is-allergy-awareness-month-here-at-The-Shot-Spot_01387_jpg.rf.b0715d1f3cf4695868e979b5817edced.jpg,0,0,1,0,0
flea_allergy-19-_jpg.rf.b0dab04c317a7140f5ce89f8f6b35751.jpg,0,0,1,0,0
Image_77_jpg.rf.af22941184901acaadd948ff3ce14191.jpg,0,1,0,0,0
mange-20-_jpg.rf.b17aa9e3a5af20ea684d918536405e84.jpg,0,0,0,0,1
1000010771_x16_jpg.rf.b007533d69acb25dfd1103f7b222cd23.jpg,0,0,1,0,0
1000010579_x4_jpg.rf.ac72e468de8d5aa16c9e4d3fbff8af2d.jpg,0,0,0,0,1
hotspot-11-_jpg.rf.b15c3ff4c41e1c55ff736bc207d6b8d5.jpg,1,0,0,0,0
hotspot-22-_jpg.rf.ad5e19e4acfb70a1039b9f1a1b05761c.jpg,1,0,0,0,0
Image_128_jpg.rf.af0469ee2741fd5d5346d73191c24574.jpg,0,1,0,0,0
1000010731_x16_jpg.rf.ac052eeb442bc24995ef4c521050f093.jpg,0,0,0,0,1
ringworm-145-_jpg.rf.af19e2e877940fa307e9d32bf1ab1d2c.jpg,0,0,0,1,0
Poodle-hotspot-care-000112_png_jpg.rf.af0e8abe14a298d21476080e8587bd34.jpg,0,0,1,0,0
Image_23_jpg.rf.ad7654f547ec32bbda195f86c91c28dd.jpg,0,1,0,0,0
Image_12_jpeg.rf.ae2c4e71389d22e9537ed22c2d6e6045.jpg,0,1,0,0,0
1000010618_x4_jpg.rf.b1d11570e4d4d05578a00a0ad973be58.jpg,0,0,0,0,1
Poodle-hotspot-care-000127_png_jpg.rf.b30e7fb588e1491080f7fbf6787c2867.jpg,0,0,1,0,0
Image_48_jpg.rf.b2dbc63636db211cdd2dedc893948e60.jpg,0,1,0,0,0
Canine_lick_granuloma_jpg.rf.b30ac3f9b3298aba0ae2a262155fe0c9.jpg,0,0,0,0,1
flea_allergy-15-_jpg.rf.b1c1908ac452856d559970a84b430ebe.jpg,0,0,1,0,0
The-perfect-way-to-apply-the-Hot-Spot-Gel_00541_jpg.rf.b31dff3461176a849a14be36be5e06db.jpg,1,0,0,0,0
ringworm-128-_jpg.rf.b394a5e1d817ed94fd577c030b186450.jpg,0,0,0,1,0
hotspot-41-_jpg.rf.b279cf8b83741c5ee60db43cf561de4a.jpg,0,0,0,1,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000457_png_jpg.rf.b5410f16e7dfd0e90599434f635a7d83.jpg,0,0,0,0,1
ringworm-133-_jpg.rf.ae50f3f7c691b12d0accb3c61b665362.jpg,0,0,0,1,0
ringworm-108-_jpg.rf.b3840e51470c8e4c42dd43be359c2d03.jpg,0,0,0,1,0
mange-35-_jpg.rf.b3b6c51f846d60e0102b1dd687b8eee1.jpg,0,0,0,0,1
Image_7_jpg.rf.b1a1382f4c81814564dbf0a1cd52359a.jpg,0,1,0,0,0
Image_45_webp.rf.b33c3801f5ef5b3297019ca374bb8487.jpg,0,1,0,0,0
ringworm-29-_jpg.rf.b1a3d94a3b9b86e69214ea3ca0fb2354.jpg,0,0,0,1,0
hotspot-13-_jpg.rf.b197c3890f34599991979d5e302f7143.jpg,1,0,0,0,0
HOT-SPOT-IN-DOG-HOW-vet-treated-symptom-prevention_-flea-bite-moist-eczema_dog-itching-000360_png_jpg.rf.b5b74689fe54fe091ce4aaa71be7034f.jpg,0,0,0,0,1
